0.000000, 1.570796, 1.570796, 0.000000, 0.000000, 0.000000, 0.000000, -3.141593, -3.141593, 0.000000, 0.000000, 0.000000, 0.000000
0.010000, 1.570776, 1.570776, 0.000000, 0.000000, 0.000000, 0.000000, -3.141573, -3.141573, 0.000000, 0.000000, 0.000000, 0.000000
0.020000, 1.570776, 1.570776, 0.000000, 0.000000, 0.000000, 0.000000, -3.141573, -3.141573, 0.000000, 0.000000, 0.000000, 0.000000
0.030000, 1.570776, 1.570776, 0.000000, 0.000000, 0.000000, 0.000000, -3.141573, -3.141573, 0.000000, 0.000000, 0.000000, 0.000000
0.040000, 1.570796, 1.570796, 0.000000, 0.000000, 0.000000, 0.000000, -3.141593, -3.141593, 0.000000, 0.000000, 0.000000, 0.000000
0.050000, 1.570816, 1.570816, 0.000000, 0.000000, 0.000000, 0.000000, -3.141613, -3.141613, 0.000000, 0.000000, 0.000000, 0.000000
0.060000, 1.570837, 1.570837, 0.000000, 0.000000, 0.000000, 0.000000, -3.141633, -3.141633, 0.000000, 0.000000, 0.000000, 0.000000
0.070000, 1.570837, 1.570837, 0.000000, 0.000000, 0.000000, 0.000000, -3.141633, -3.141633, 0.000000, 0.000000, 0.000000, 0.000000
0.080000, 1.570857, 1.570857, 0.000000, 0.000000, 0.000000, 0.000000, -3.141653, -3.141653, 0.000000, 0.000000, 0.000000, 0.000000
0.090000, 1.570857, 1.570857, 0.000000, 0.000000, 0.000000, 0.000000, -3.141653, -3.141653, 0.000000, 0.000000, 0.000000, 0.000000
0.100000, 1.570837, 1.570837, 0.000000, 0.000000, 20.138414, 0.000000, -3.141633, -3.141633, 0.000000, 0.000000, -20.138414, 0.000000
0.110000, 1.570837, 1.570837, 0.000000, 0.000000, 0.000000, 0.000000, -3.141633, -3.141633, 0.000000, 0.000000, 0.000000, 0.000000
0.120000, 1.570837, 1.570837, 0.000000, 0.000000, 0.000000, 0.000000, -3.141633, -3.141633, 0.000000, 0.000000, 0.000000, 0.000000
0.130000, 1.570837, 1.570837, 0.000000, 0.000000, 0.000000, 0.000000, -3.141633, -3.141633, 0.000000, 0.000000, 0.000000, 0.000000
0.140000, 1.570837, 1.570837, 0.000000, 0.000000, 0.000000, 0.000000, -3.141633, -3.141633, 0.000000, 0.000000, 0.000000, 0.000000
