0,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.033,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.066,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.099,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.132,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.165,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.198,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.231,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.264,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.297,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.33,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.363,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.396,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.429,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.462,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.495,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.528,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.561,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.594,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.627,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.66,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.693,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.726,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.759,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.792,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.825,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.858,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.891,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.924,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.957,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
0.99,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.023,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.056,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.089,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.122,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.155,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.188,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.221,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.254,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.287,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.32,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.353,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.386,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.419,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
1.452,0,0,89.9988,89.9988,0,0,0,0,-179.983,-179.983,0,0,0,0,0,0.128,-0,-0
